,Player Name,Player Age,Value,Team,Position,Nationality
9410,Kadir Hodzic,28,€350k, BK Häcken ,Left-Back,Sweden
4059,Kadir Seven,19,€250k, Giresunspor ,Centre-Back,Turkey
10863,Kadu,26,€150k, Lokomotiv Sofia ,Centre-Back,Brazil
4729,Kady Borges,26,€3.00m, FK Krasnodar ,Attacking Midfield,Brazil
3696,Kagan Moradaoglu,20,€75k, Trabzonspor ,Goalkeeper,Turkey
6187,Kaheem Parris,23,€800k, Dynamo Kyiv ,Right Winger,Jamaica
3913,Kahraman Demirtas,28,€175k, Konyaspor ,Centre-Back,Turkey
6127,Kai Fotheringham,19,€200k, Dundee United FC ,Left Winger,Scotland
46,Kai Havertz,23,€60.00m, Chelsea FC ,Attacking Midfield,Germany
928,Kaiky,19,€5.00m, UD Almería ,Centre-Back,Brazil
4717,Kaio,27,€2.00m, FK Krasnodar ,Centre-Back,Brazil
1141,Kaio Jorge,21,€3.00m, Juventus FC ,Centre-Forward,Brazil
5817,Kaiyne Woolery,28,€325k, Ionikos Nikeas ,Left Winger,England
2416,Kaj Sierhuis,24,€1.50m, Stade Reims ,Centre-Forward,Netherlands
7138,Kajetan Szmyt,20,€1.00m, Warta Poznan ,Attacking Midfield,Poland
30,Kalidou Koulibaly,31,€25.00m, Chelsea FC ,Centre-Back,Senegal
10087,Kaloyan Kostadinov,20,€250k, Stabæk Fotball ,Central Midfield,Norway
10970,Kaloyan Krastev,24,€150k, Beroe Stara Zagora ,Centre-Forward,Bulgaria
11047,Kaloyan Todorov,24,€50k, Pirin Blagoevgrad ,Centre-Forward,Bulgaria
13,Kalvin Phillips,27,€35.00m, Manchester City ,Defensive Midfield,England
6613,Kaly Sène,21,€1.00m, FC Basel 1893 ,Centre-Forward,Senegal
4184,Kamal Sowah,23,€4.00m, Club Brugge KV ,Right Winger,Ghana
315,Kamaldeen Sulemana,21,€22.00m, Southampton FC ,Left Winger,Ghana
11001,Kamen Hadzhiev,31,€250k, Hebar Pazardzhik ,Centre-Back,Bulgaria
4145,Kamil Ahmet Cörekci,31,€550k, Hatayspor ,Right-Back,Turkey
7340,Kamil Drygas,31,€400k, Miedz Legnica ,Defensive Midfield,Poland
7385,Kamil Grabara,24,€5.00m, FC Copenhagen ,Goalkeeper,Poland
6948,Kamil Grosicki,34,€700k, Pogon Szczecin ,Left Winger,Poland
7124,Kamil Koscielny,31,€200k, Warta Poznan ,Centre-Back,Poland
7306,Kamil Kruk,23,€500k, Stal Mielec ,Centre-Back,Poland
6987,Kamil Ogorzaly,22,€25k, Cracovia ,Centre-Forward,Poland
6975,Kamil Pestka,24,€600k, Cracovia ,Left Midfield,Poland
4272,Kamil Piatkowski,22,€5.00m, KAA Gent ,Centre-Back,Poland
6997,Kamil Sobczak,20,€50k, Zaglebie Lubin ,Centre-Back,Poland
7028,Kamil Soberka,17, , Górnik Zabrze ,Goalkeeper,Poland
8724,Kamil Vacek,35,€200k, FK Pardubice ,Central Midfield,Czech Republic
7173,Kamil Wilczek,35,€400k, Piast Gliwice ,Centre-Forward,Poland
7214,Kamil Zapytowski,19,€25k, Wisla Plock ,Goalkeeper,Poland
2408,Kamory Doumbia,20,€2.50m, Stade Reims ,Attacking Midfield,Mali
10641,Kandet Diawara,23,€250k, Enosis Neon Paralimniou ,Left Winger,Guinea
917,Kang-in Lee,22,€15.00m, RCD Mallorca ,Attacking Midfield,"Korea, South"
7046,Kanji Okunuki,23,€500k, Górnik Zabrze ,Attacking Midfield,Japan
2824,Kanya Fujimoto,23,€2.00m, Gil Vicente FC ,Attacking Midfield,Japan
343,Kaoru Mitoma,25,€22.00m, Brighton & Hove Albion ,Left Winger,Japan
2518,Karamoko Dembélé,20,€500k, Stade Brestois 29 ,Right Winger,England
8518,Karel Pojezny,21,€600k, FC Banik Ostrava ,Centre-Back,Czech Republic
1642,Karim Adeyemi,21,€35.00m, Borussia Dortmund ,Left Winger,Germany
10284,Karim Ansarifard,33,€1.00m, Omonia Nicosia ,Centre-Forward,Iran
1699,Karim Bellarabi,33,€2.50m, Bayer 04 Leverkusen ,Right Winger,Germany
556,Karim Benzema,35,€35.00m, Real Madrid ,Centre-Forward,France
5083,Karim Konaté,19,€4.00m, Red Bull Salzburg ,Centre-Forward,Cote d'Ivoire
10562,Karim Loukili,25,€200k, Karmiotissa Pano Polemidion ,Left Winger,Morocco
1954,Karim Onisiwo,31,€3.50m, 1.FSV Mainz 05 ,Centre-Forward,Austria
733,Karim Rekik,28,€4.00m, Sevilla FC ,Centre-Back,Netherlands
1048,Karim Zedadka,22,€300k, SSC Napoli ,Left Midfield,Algeria
2182,Karl Toko Ekambi,30,€10.00m, Stade Rennais FC ,Left Winger,Cameroon
7386,Karl-Johan Johnsson,33,€500k, FC Copenhagen ,Goalkeeper,Sweden
8910,Karlo Brucic,30,€400k, CFR Cluj ,Left-Back,Croatia
9194,Karlo Letica,26,€650k, FC Hermannstadt ,Goalkeeper,Croatia
8916,Karlo Muhar,27,€1.30m, CFR Cluj ,Defensive Midfield,Croatia
7889,Karlo Peric,22,€400k, NK Varazdin ,Centre-Forward,Croatia
7717,Karlo Sentic,21,€550k, HNK Hajduk Split ,Goalkeeper,Croatia
7942,Karlo Speljak,20,€250k, HNK Sibenik ,Left Winger,Croatia
8938,Karlo Tomasec,18,€10k, Universitatea Craiova ,Centre-Back,Croatia
7770,Karlo Valjan,19, , HNK Rijeka ,Attacking Midfield,Croatia
7832,Karlo Ziger,21,€50k, HNK Gorica ,Goalkeeper,Croatia
4023,Karol Angielski,27,€1.80m, Sivasspor ,Centre-Forward,Poland
7200,Karol Borys,16,€500k, Slask Wroclaw ,Attacking Midfield,Poland
4573,Karol Fila,24,€1.00m, SV Zulte Waregem ,Right-Back,Poland
6968,Karol Knap,21,€400k, Cracovia ,Defensive Midfield,Poland
1290,Karol Linetty,28,€3.50m, Torino FC ,Central Midfield,Poland
8675,Karol Mészáros,29,€200k, FC Slovan Liberec ,Right Winger,Slovakia
6955,Karol Niemczycki,23,€1.20m, Cracovia ,Goalkeeper,Poland
10368,Karol Struski,22,€600k, Aris Limassol ,Central Midfield,Poland
7148,Karol Szymanski,29,€100k, Piast Gliwice ,Goalkeeper,Poland
4124,Kartal Yilmaz,22,€1.20m, Ümraniyespor ,Defensive Midfield,Turkey
3429,Kas de Wit,19,€25k, NEC Nijmegen ,Attacking Midfield,Netherlands
6592,Kasim Adams,27,€1.30m, FC Basel 1893 ,Centre-Back,Ghana
1837,Kasper Dolberg,25,€9.00m, TSG 1899 Hoffenheim ,Centre-Forward,Denmark
10092,Kasper Högh,22,€350k, Stabæk Fotball ,Centre-Forward,Denmark
7503,Kasper Jörgensen,23,€450k, Aalborg BK ,Right-Back,Denmark
7618,Kasper Kiilerich,17,€150k, Viborg FF ,Goalkeeper,Denmark
7586,Kasper Kusk,31,€500k, Silkeborg IF ,Right Winger,Denmark
10014,Kasper Lunding,23,€300k, Aalesunds FK ,Right Winger,Denmark
10075,Kasper Pedersen,30,€200k, Stabæk Fotball ,Centre-Back,Denmark
2209,Kasper Schmeichel,36,€2.50m, OGC Nice ,Goalkeeper,Denmark
9322,Kassim M'Dahoma,26,€100k, FC Botosani ,Centre-Back,Comoros
1455,Kastriot Dermaku,31,€600k, US Lecce ,Centre-Back,Albania
6577,Kastriot Imeri,22,€7.00m, BSC Young Boys ,Central Midfield,Switzerland
2238,Kayne Bonnevie,21,€200k, Olympique Lyon ,Goalkeeper,France
3520,Kayne van Oevelen,19,€50k, FC Volendam ,Goalkeeper,Netherlands
3857,Kayra Erciyas,20,€125k, Alanyaspor ,Right-Back,Turkey
2571,Kays Ruiz-Atil,20,€1.00m, AJ Auxerre ,Central Midfield,Morocco
5666,Kazenga LuaLua,32,€250k, APO Levadiakos ,Left Winger,DR Congo
3646,Kazimcan Karatas,20,€1.70m, Galatasaray ,Left-Back,Turkey
9736,Kazper Karlsson,18,€400k, Halmstads BK ,Central Midfield,Sweden
429,Keane Lewis-Potter,22,€15.00m, Brentford FC ,Left Winger,England
10221,Keanin Ayer Boya,22,€200k, Sandefjord Fotball ,Right Midfield,South Africa
6023,Keanu Baccus,24,€650k, St. Mirren FC ,Defensive Midfield,Australia
865,Keidi Bare,25,€3.50m, RCD Espanyol Barcelona ,Central Midfield,Albania
4688,Keita Baldé,28,€2.00m, Spartak Moscow ,Centre-Forward,Senegal
6043,Keith Watson,33,€350k, Ross County FC ,Right-Back,Scotland
5134,Keito Nakamura,22,€5.00m, LASK ,Left Winger,Japan
242,Kelechi Iheanacho,26,€17.00m, Leicester City ,Centre-Forward,Nigeria
2014,Kelian Nsona,20,€1.20m, Hertha BSC ,Right Winger,France
5934,Kelle Roos,30,€450k, Aberdeen FC ,Goalkeeper,Netherlands
10682,Kellian van der Kaap,24,€800k, Levski Sofia ,Centre-Back,Netherlands
1487,Kelvin Amian,25,€3.50m, Spezia Calcio ,Right-Back,France
4493,Kelvin Arase,24,€600k, KV Oostende ,Right Winger,Austria
4215,Kelvin John,19,€300k, KRC Genk ,Centre-Forward,Tanzania
1899,Kelvin Yeboah,22,€3.50m, FC Augsburg ,Centre-Forward,Italy
5853,Kemar Roofe,30,€4.00m, Rangers FC ,Centre-Forward,Jamaica
4359,Ken Nkuba,21,€3.50m, RSC Charleroi ,Right Winger,Belgium
10234,Kenan Bajric,28,€700k, Pafos FC ,Centre-Back,Slovenia
2076,Kenan Karaman,29,€1.40m, FC Schalke 04 ,Centre-Forward,Turkey
10381,Kenan Piric,28,€800k, AEK Larnaca ,Goalkeeper,Bosnia-Herzegovina
969,Kenedy,27,€3.00m, Real Valladolid CF ,Left Winger,Brazil
2914,Kenji Gorré,28,€800k, Boavista FC ,Left Winger,Curacao
2563,Kenji-Van Boto,27,€500k, AJ Auxerre ,Left-Back,Madagascar
2838,Kennedy Boateng,26,€800k, CD Santa Clara ,Centre-Back,Togo
1791,Kenneth Schmidt,20,€750k, SC Freiburg ,Centre-Back,Germany
3157,Kenneth Taylor,20,€14.00m, Ajax Amsterdam ,Central Midfield,Netherlands
7614,Kenneth Zohore,29,€700k, Odense Boldklub ,Centre-Forward,Denmark
2507,Kenny Lala,31,€1.50m, Stade Brestois 29 ,Right-Back,France
4487,Kenny Rocha Santos,23,€900k, KV Oostende ,Central Midfield,Cape Verde
491,Kenny Tete,27,€12.00m, Fulham FC ,Right-Back,Netherlands
10191,Kent-Are Antonsen,28,€300k, Tromsø IL ,Central Midfield,Norway
2847,Kento Misao,26,€1.60m, CD Santa Clara ,Defensive Midfield,Japan
3507,Kenzo Goudmijn,21,€900k, Excelsior Rotterdam ,Attacking Midfield,Netherlands
4593,Keo Boets,19,€100k, Sint-Truidense VV ,Goalkeeper,Belgium
25,Kepa Arrizabalaga,28,€15.00m, Chelsea FC ,Goalkeeper,Spain
3658,Kerem Aktürkoglu,24,€13.00m, Galatasaray ,Left Winger,Turkey
3744,Kerem Atakan Kesgin,22,€2.50m, Besiktas JK ,Central Midfield,Turkey
1693,Kerem Demirbay,29,€9.00m, Bayer 04 Leverkusen ,Central Midfield,Germany
4100,Kerem Sen,20,€400k, Istanbulspor ,Central Midfield,Turkey
3957,Kerim Frei,29,€400k, Fatih Karagümrük ,Left Winger,Turkey
4466,Kerim Mrabti,28,€3.00m, KV Mechelen ,Second Striker,Sweden
6095,Kerr McInroy,22,€300k, Kilmarnock FC ,Defensive Midfield,Scotland
2084,Keven Schlotterbeck,25,€3.00m, VfL Bochum ,Centre-Back,Germany
9800,Kevin Ackermann,21,€250k, IF Brommapojkarna ,Central Midfield,Sweden
1497,Kevin Agudelo,24,€3.50m, Spezia Calcio ,Attacking Midfield,Colombia
1817,Kevin Akpoguma,27,€4.00m, TSG 1899 Hoffenheim ,Centre-Back,Nigeria
1867,Kevin Behrens,32,€1.50m, 1.FC Union Berlin ,Centre-Forward,Germany
8996,Kevin Boli,31,€450k, FCV Farul Constanta ,Centre-Back,Cote d'Ivoire
1335,Kevin Bonifazi,26,€3.30m, Bologna FC 1909 ,Centre-Back,Italy
6808,Kevin Bua,29,€400k, FC Sion ,Left Winger,Switzerland
5210,Kevin Bukusu,22,€250k, Wolfsberger AC ,Centre-Back,Angola
6830,Kevin Costinha,22,€100k, FC Winterthur ,Right Midfield,Switzerland
2286,Kevin Danso,24,€16.00m, RC Lens ,Centre-Back,Austria
16,Kevin De Bruyne,31,€80.00m, Manchester City ,Attacking Midfield,Belgium
7393,Kevin Diks,26,€3.00m, FC Copenhagen ,Right-Back,Netherlands
9014,Kevin Doukoure,24,€450k, FCV Farul Constanta ,Central Midfield,Cote d'Ivoire
3595,Kevin Felida,23,€350k, RKC Waalwijk ,Defensive Midfield,Curacao
6789,Kevin Fickentscher,34,€100k, FC Sion ,Goalkeeper,Switzerland
7271,Kevin Friesenbichler,28,€350k, Lechia Gdansk ,Centre-Forward,Austria
6809,Kevin Halabaku,21,€200k, FC Sion ,Left Winger,Kosovo
9551,Kevin Holmén,21,€300k, IF Elfsborg ,Central Midfield,Sweden
9605,Kevin Jensen,21,€250k, Kalmar FF ,Left Winger,Sweden
10090,Kevin Kabran,29,€400k, Stabæk Fotball ,Right Winger,Sweden
1667,Kevin Kampl,32,€5.00m, RB Leipzig ,Central Midfield,Slovenia
6160,Kevin Kelsy,18,€800k, Shakhtar Donetsk ,Centre-Forward,Venezuela
9313,Kevin Koubemba,30,€200k, ACSC FC Arges ,Centre-Forward,Congo
1530,Kevin Lasagna,30,€2.00m, Hellas Verona ,Centre-Forward,Italy
4725,Kevin Lenini,26,€1.00m, FK Krasnodar ,Defensive Midfield,Cape Verde
8990,Kevin Luckassen,29,€550k, FC Rapid 1923 ,Centre-Forward,Netherlands
10161,Kevin Martin Krygard,22,€700k, FK Haugesund ,Defensive Midfield,Norway
6686,Kevin Mbabu,27,€5.00m, Servette FC ,Right-Back,Switzerland
7421,Kevin Mensah,31,€350k, Bröndby IF ,Left-Back,Denmark
10467,Kevin Mirallas,35,€350k, AEL Limassol ,Attacking Midfield,Belgium
1861,Kevin Möhwald,29,€700k, 1.FC Union Berlin ,Central Midfield,Germany
5928,Kevin Nisbet,26,€2.00m, Hibernian FC ,Centre-Forward,Scotland
1776,Kevin Paredes,19,€5.00m, VfL Wolfsburg ,Left Midfield,United States
5700,Kevin Rosero,24,€600k, PAS Giannina ,Centre-Forward,Colombia
6572,Kevin Rüegg,24,€1.00m, BSC Young Boys ,Right-Back,Switzerland
432,Kevin Schade,21,€20.00m, Brentford FC ,Right Winger,Germany
2631,Kevin Spadanuda,26,€800k, AC Ajaccio ,Left Winger,Switzerland
2097,Kevin Stöger,29,€2.50m, VfL Bochum ,Attacking Midfield,Austria
1703,Kevin Trapp,32,€8.50m, Eintracht Frankfurt ,Goalkeeper,Germany
7417,Kevin Tshiembe,26,€2.00m, Bröndby IF ,Centre-Back,Denmark
4516,Kevin Vandendriessche,33,€300k, KV Kortrijk ,Central Midfield,France
2825,Kevin Villodres,22,€1.00m, Gil Vicente FC ,Left Winger,Spain
1818,Kevin Vogt,31,€3.50m, TSG 1899 Hoffenheim ,Centre-Back,Germany
2157,Kevin Volland,30,€10.00m, AS Monaco ,Centre-Forward,Germany
761,Kevin Vázquez,30,€1.00m, Celta de Vigo ,Right-Back,Spain
5145,Kevin Wimmer,30,€800k, Rapid Vienna ,Centre-Back,Austria
7535,Kevin Yakob,22,€1.00m, Aarhus GF ,Attacking Midfield,Iraq
6007,Kevin van Veen,31,€600k, Motherwell FC ,Centre-Forward,Netherlands
2010,Kevin-Prince Boateng,36,€700k, Hertha BSC ,Attacking Midfield,Ghana
4581,Kevor Palumets,20,€250k, SV Zulte Waregem ,Central Midfield,Estonia
375,Keylor Navas,36,€5.00m, Nottingham Forest ,Goalkeeper,Costa Rica
3563,Keziah Veendorp,26,€450k, FC Emmen ,Right-Back,Netherlands
3850,Khadim Rassoul,27,€900k, Alanyaspor ,Centre-Back,Senegal
10575,Khaled Adénon,37,€200k, Doxa Katokopias ,Centre-Back,Benin
5459,Khaled Narey,28,€2.50m, PAOK Thessaloniki ,Right Winger,Germany
2357,Khalil Fayad,18,€2.50m, Montpellier HSC ,Central Midfield,France
4803,Khoren Bayramyan,31,€1.50m, FK Rostov ,Attacking Midfield,Armenia
7411,Khouma Babacar,30,€1.50m, FC Copenhagen ,Centre-Forward,Senegal
5020,Khozhimat Erkinov,21,€500k, Torpedo Moscow ,Left Winger,Uzbekistan
6155,Khusrav Toirov,18,€300k, Shakhtar Donetsk ,Left Winger,Tajikistan
1050,Khvicha Kvaratskhelia,22,€85.00m, SSC Napoli ,Left Winger,Georgia
5051,Khyzyr Appaev,33,€300k, Fakel Voronezh ,Centre-Forward,Russia
2222,Khéphren Thuram,22,€32.00m, OGC Nice ,Defensive Midfield,France
3159,Kian Fitz-Jim,19,€1.30m, Ajax Amsterdam ,Central Midfield,Netherlands
7470,Kian Hansen,34,€400k, FC Nordsjaelland ,Centre-Back,Denmark
533,Kieffer Moore,30,€4.00m, AFC Bournemouth ,Centre-Forward,Wales
6117,Kieran Freeman,23,€350k, Dundee United FC ,Right-Back,Scotland
6034,Kieran Offord,19,€50k, St. Mirren FC ,Centre-Forward,Scotland
63,Kieran Tierney,25,€25.00m, Arsenal FC ,Left-Back,Scotland
177,Kieran Trippier,32,€13.00m, Newcastle United ,Right-Back,England
5825,Kieran Wright,23,€50k, Rangers FC ,Goalkeeper,Scotland
236,Kiernan Dewsbury-Hall,24,€25.00m, Leicester City ,Central Midfield,England
3493,Kik Pierie,22,€1.00m, Excelsior Rotterdam ,Centre-Back,Netherlands
819,Kike Barja,26,€3.00m, CA Osasuna ,Right Winger,Spain
822,Kike García,33,€1.80m, CA Osasuna ,Centre-Forward,Spain
963,Kike Pérez,26,€4.50m, Real Valladolid CF ,Central Midfield,Spain
3073,Kiki,28,€600k, FC Vizela ,Left-Back,Portugal
2344,Kiki Kouyaté,25,€3.50m, Montpellier HSC ,Centre-Back,Mali
10426,Kiko,30,€400k, Anorthosis Famagusta ,Left-Back,Portugal
3085,Kiko Bondoso,27,€900k, FC Vizela ,Left Winger,Portugal
777,Kiko Casilla,36,€400k, Getafe CF ,Goalkeeper,Spain
639,Kiko Femenía,32,€2.50m, Villarreal CF ,Right-Back,Spain
5389,Kilian Bauernfeind,20,€100k, WSG Tirol ,Central Midfield,Austria
1770,Kilian Fischer,22,€2.00m, VfL Wolfsburg ,Right-Back,Germany
7502,Kilian Ludewig,23,€500k, Aalborg BK ,Right-Back,Germany
1794,Kiliann Sildillia,20,€12.00m, SC Freiburg ,Right-Back,France
4251,Killian Sardella,20,€2.00m, RSC Anderlecht ,Right-Back,Belgium
1793,Kimberly Ezekwem,21,€350k, SC Freiburg ,Left-Back,Germany
7990,Kings Kangwa,24,€1.50m, Red Star Belgrade ,Central Midfield,Zambia
1609,Kingsley Coman,26,€65.00m, Bayern Munich ,Left Winger,France
1315,Kingsley Ehizibue,27,€2.30m, Udinese Calcio ,Right-Back,Netherlands
5360,Kingsley Michael,23,€400k, SV Ried ,Central Midfield,Nigeria
10301,Kingsley Sarfo,28,€700k, APOEL Nicosia ,Central Midfield,Ghana
1970,Kingsley Schindler,29,€1.00m, 1. FC Köln ,Right-Back,Ghana
10671,Kiril Despodov,26,€4.00m, Ludogorets Razgrad ,Right Winger,Bulgaria
6307,Kiril Fesyun,20,€200k, Kolos Kovalivka ,Goalkeeper,Ukraine
6326,Kiril Popov,19,€300k, Kolos Kovalivka ,Centre-Forward,Ukraine
4950,Kirill Gotsuk,30,€1.00m, FC Pari Nizhniy Novgorod ,Centre-Back,Russia
4934,Kirill Kaplenko,23,€700k, FK Orenburg ,Defensive Midfield,Belarus
4850,Kirill Kravtsov,20,€800k, FC Sochi ,Defensive Midfield,Russia
4748,Kirill Nababkin,36,€100k, CSKA Moscow ,Right-Back,Russia
4928,Kirill Pechenin,26,€800k, FK Orenburg ,Left-Back,Belarus
4804,Kirill Shchetinin,21,€1.20m, FK Rostov ,Attacking Midfield,Russia
5033,Kirill Suslov,31,€300k, Fakel Voronezh ,Centre-Back,Russia
4848,Kirill Zaika,30,€1.20m, FC Sochi ,Right-Back,Russia
3170,Kjell Peersman,18,€300k, PSV Eindhoven ,Goalkeeper,Belgium
3300,Kjell Scherpen,23,€2.00m, Vitesse Arnhem ,Goalkeeper,Netherlands
2445,Kjetil Haug,24,€400k, FC Toulouse ,Goalkeeper,Norway
10954,Klaidher Macedo,24,€10k, Beroe Stara Zagora ,Centre-Back,Brazil
8216,Klemen Bolha,30,€250k, FK Napredak Krusevac ,Defensive Midfield,Slovenia
10592,Kleton Perntreou,28,€250k, Akritas Chlorakas ,Goalkeeper,Albania
6364,Klim Prykhodko,23,€100k, Kryvbas Kryvyi Rig ,Defensive Midfield,Ukraine
2941,Klismahn,23,€200k, Portimonense SC ,Central Midfield,Brazil
10984,Kléri Serber,24,€250k, Botev Vratsa ,Central Midfield,France
9897,Knut André Skjaerstein,27,€200k, Lillestrøm SK ,Goalkeeper,Norway
1737,Ko Itakura,26,€12.00m, Borussia Mönchengladbach ,Centre-Back,Japan
130,Kobbie Mainoo,17,€800k, Manchester United ,Central Midfield,England
10135,Kobe Hernández-Foster,20,€350k, Hamarkameratene ,Defensive Midfield,United States
1760,Koen Casteels,30,€8.00m, VfL Wolfsburg ,Goalkeeper,Belgium
4413,Koen Van Langendonck,33,€100k, KVC Westerlo ,Goalkeeper,Belgium
1282,Koffi Djidji,30,€3.00m, Torino FC ,Centre-Back,Cote d'Ivoire
5383,Kofi Schulz,33,€300k, WSG Tirol ,Left-Back,Germany
4234,Koji Miyoshi,26,€2.50m, Royal Antwerp FC ,Attacking Midfield,Japan
9515,Kojo Peprah Oppong,18, , IFK Norrköping ,Centre-Back,Ghana
594,Koke,31,€16.00m, Atlético de Madrid ,Central Midfield,Spain
7321,Koki Hinokio,22,€300k, Stal Mielec ,Attacking Midfield,Japan
4299,Koki Machida,25,€1.50m, Royale Union Saint Gilloise ,Centre-Back,Japan
3454,Koki Saito,21,€1.30m, Sparta Rotterdam ,Left Winger,Japan
7671,Kolbeinn Finnsson,23,€200k, Lyngby BK ,Centre-Back,Iceland
7350,Koldo Obieta,29,€250k, Miedz Legnica ,Attacking Midfield,Spain
2609,Komnen Andric,27,€2.00m, Clermont Foot 63 ,Centre-Forward,Serbia
4558,Konan N’Dri,22,€1.50m, KAS Eupen ,Right Winger,Cote d'Ivoire
1392,Koni De Winter,20,€4.00m, FC Empoli ,Centre-Back,Belgium
7358,Konrad Forenc,30,€150k, Korona Kielce ,Goalkeeper,Poland
7313,Konrad Guca,19,€25k, Stal Mielec ,Defensive Midfield,Poland
1664,Konrad Laimer,25,€28.00m, RB Leipzig ,Central Midfield,Austria
7136,Konrad Matuszewski,21,€550k, Warta Poznan ,Left Midfield,Poland
3928,Konrad Michalak,25,€1.70m, Konyaspor ,Right Winger,Poland
7181,Konrad Poprawa,24,€500k, Slask Wroclaw ,Centre-Back,Poland
5426,Konrad de la Fuente,21,€3.00m, Olympiacos Piraeus ,Left Winger,United States
10808,Konstantin Cheshmedjiev,27,€200k, Septemvri Sofia ,Centre-Back,North Macedonia
5220,Konstantin Kerschbaumer,30,€400k, Wolfsberger AC ,Central Midfield,Austria
4755,Konstantin Kuchaev,25,€3.50m, CSKA Moscow ,Attacking Midfield,Russia
4777,Konstantin Maradishvili,23,€2.00m, Lokomotiv Moscow ,Defensive Midfield,Russia
4965,Konstantin Shiltsov,20,€500k, FC Pari Nizhniy Novgorod ,Attacking Midfield,Russia
4711,Konstantin Tyukavin,20,€7.00m, Dynamo Moscow ,Centre-Forward,Russia
5624,Konstantinos Apostolakis,23,€350k, Panetolikos GFS ,Right-Back,Greece
5565,Konstantinos Balogiannis,24,€700k, OFI Crete FC ,Left-Back,Greece
5435,Konstantinos Balomenos,21,€125k, PAOK Thessaloniki ,Goalkeeper,Greece
10354,Konstantinos Chrysostomou,20, , Aris Limassol ,Goalkeeper,Cyprus
5672,Konstantinos Doumtsios,25,€400k, APO Levadiakos ,Centre-Forward,Greece
5422,Konstantinos Fortounis,30,€2.00m, Olympiacos Piraeus ,Attacking Midfield,Greece
5481,Konstantinos Galanopoulos,25,€1.00m, AEK Athens ,Central Midfield,Greece
5564,Konstantinos Giannoulis,35,€200k, OFI Crete FC ,Centre-Back,Greece
10600,Konstantinos Karagiannis,23,€250k, Akritas Chlorakas ,Left-Back,Cyprus
10636,Konstantinos Kolonias,19,€50k, Enosis Neon Paralimniou ,Central Midfield,Greece
10637,Konstantinos Konstantinou,23,€250k, Enosis Neon Paralimniou ,Right Midfield,Cyprus
5611,Konstantinos Kotsopoulos,26,€200k, Atromitos Athen ,Centre-Forward,Greece
5438,Konstantinos Koulierakis,19,€2.00m, PAOK Thessaloniki ,Centre-Back,Greece
4321,Konstantinos Laifis,29,€2.00m, Standard Liège ,Centre-Back,Cyprus
5715,Konstantinos Lampropoulos,19,€50k, PAS Lamia 1964 ,Centre-Back,Greece
1904,Konstantinos Mavropanos,25,€15.00m, VfB Stuttgart ,Centre-Back,Greece
10257,Konstantinos Panagi,28,€250k, Omonia Nicosia ,Goalkeeper,Cyprus
5595,Konstantinos Pomonis,20, , Atromitos Athen ,Left-Back,Greece
10523,Konstantinos Sergiou,22,€350k, Nea Salamina Famagusta ,Right-Back,Cyprus
